field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_course_1,top_course_2,top_course_3,top_course_4,top_course_5
all,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,76,57,45,57,72,86,49,58,58,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,87,80,63,73,81,84,87,62,74,88,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,84,53,60,60,77,90,69,67,28,65,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Engineering,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,86,86,43,54,76,73,97,51,75,69,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Law,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,62,66,100,99,56,71,74,88,34,74,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Business,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,58,58,66,88,78,58,67,85,63,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Social Science,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,60,98,56,100,73,65,73,73,82,99,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Social Science,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,50,56,68,74,46,44,63,71,50,74,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,89,90,46,56,69,91,88,53,70,59,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Business,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,82,36,78,75,73,66,64,81,53,66,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,74,56,55,47,64,74,77,51,52,42,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,80,62,88,70,33,44,87,82,48,65,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Social Science,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,53,60,95,56,63,71,53,91,73,67,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Social Science,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,56,71,55,65,86,75,63,79,82,56,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Science,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,85,79,56,53,90,95,75,56,82,49,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
STEM,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,89,57,50,40,64,86,82,58,34,57,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,93,62,76,92,80,80,74,79,80,82,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,69,91,45,63,62,47,67,55,89,69,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,70,58,72,55,94,85,76,63,61,32,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,87,81,33,26,93,97,79,41,100,34,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
STEM,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,74,74,72,41,61,70,88,61,65,52,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Business,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,83,50,88,65,31,63,100,83,24,58,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,76,88,94,80,53,59,71,95,63,100,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
Law,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,46,49,70,85,63,67,26,61,56,82,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,46,83,50,69,55,59,65,67,83,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,83,87,47,64,65,75,79,65,78,67,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,80,90,75,75,58,65,88,69,82,64,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,82,53,84,77,61,75,73,77,40,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,62,33,90,86,61,65,25,86,48,86,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Law,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,73,55,95,84,58,91,76,82,36,59,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,72,77,72,64,86,53,61,71,89,81,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Architecture,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,80,87,66,55,64,61,88,69,74,29,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,57,73,92,88,64,73,56,84,72,81,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,100,91,27,41,68,80,92,35,51,36,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,44,56,57,98,48,68,57,60,52,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,100,100,66,50,80,85,94,59,84,56,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,71,67,72,88,84,64,65,79,74,85,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63,62,67,74,53,53,76,73,49,39,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,68,79,70,45,61,65,57,78,90,29,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Law,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,77,50,68,68,83,75,39,85,75,49,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Social Science,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,75,38,52,70,58,79,77,60,45,89,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
all,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,78,63,63,60,66,79,77,58,69,54,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Science,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,66,63,63,55,71,90,67,50,51,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,60,49,92,76,91,91,59,76,62,71,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Arts,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,40,30,69,77,51,49,34,75,76,71,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Science,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,77,58,46,44,62,83,69,53,46,54,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Law,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55,69,77,83,56,60,63,81,51,63,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
all,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,57,74,100,81,61,56,74,91,55,100,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Social Science,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,46,73,100,89,65,58,52,92,76,74,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Social Science,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,62,56,100,66,58,52,69,92,65,89,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Business,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,74,88,64,64,75,58,67,61,89,70,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,52,47,67,69,73,72,31,60,78,77,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Engineering,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,91,59,91,77,87,87,77,100,68,60,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,64,76,68,72,98,82,45,67,87,71,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Engineering,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,51,54,70,69,78,78,70,82,42,71,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
Science,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,61,80,52,63,63,76,96,65,55,72,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Media,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,63,93,93,85,54,49,47,87,84,73,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Engineering,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,80,73,38,66,75,80,66,32,53,96,BEng Software Engineering,BEng Computer Engineering,Graduate Diploma in Robotics Engineering,BEng Mechanical Engineering,PhD Civil Engineering
all,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,73,52,65,61,71,97,66,62,40,42,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
all,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45,62,78,83,71,56,46,75,62,74,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,72,61,43,37,65,79,70,41,61,45,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Education,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,74,53,87,100,70,83,44,90,53,83,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,58,67,94,98,83,70,63,97,88,74,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,81,84,40,42,75,91,94,45,71,43,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
all,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,84,53,75,64,57,81,79,77,30,94,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,47,40,87,80,68,62,34,85,65,72,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
Education,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,67,69,86,62,58,68,64,75,53,72,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,59,95,64,81,23,37,82,98,73,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Media,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,62,56,78,60,52,36,73,76,73,54,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
Arts,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,28,58,52,63,72,52,27,57,92,53,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,74,62,69,64,43,69,65,66,57,64,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Business,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,81,78,73,57,79,77,78,68,78,83,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,44,83,59,46,78,56,83,39,63,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,70,71,73,61,73,70,58,79,62,71,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Education,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,93,66,67,74,57,71,78,86,64,85,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
STEM,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80,70,80,73,60,75,74,83,66,33,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Social Science,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,45,35,74,79,32,48,63,81,31,76,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Business,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,89,96,69,80,68,76,89,65,72,62,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Architecture,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,78,68,68,67,88,82,83,84,84,45,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,53,59,84,58,56,79,55,79,60,79,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85,47,69,63,73,88,75,64,50,85,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Arts,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,78,89,69,86,59,47,85,90,67,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
STEM,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,61,73,53,68,67,65,75,53,70,91,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
Media,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38,69,56,39,61,39,56,72,84,37,MSc Journalism,BSc Media Studies,PhD Public Relations,BSc Advertising,BSc Journalism
all,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,59,57,95,58,66,83,69,67,46,80,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
Architecture,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,67,84,64,34,85,77,73,49,92,41,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,83,65,73,75,69,78,89,90,59,40,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Architecture,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,66,85,70,48,77,37,86,77,75,53,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
all,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,52,64,75,73,82,40,62,72,76,63,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Arts,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34,39,92,96,64,66,35,90,68,90,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
all,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,48,66,89,97,74,65,52,81,70,71,LLM Law,LLM Corporate Law,LLB International Law,BSc Education,Graduate Diploma in Early Childhood Education
all,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,70,86,72,47,100,79,92,67,96,36,PhD Computer Science,BEng Software Engineering,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning
Law,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,54,44,95,55,66,67,53,97,57,42,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Arts,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,62,93,63,69,80,52,44,69,89,65,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Business,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,59,56,79,74,61,83,62,73,68,84,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
all,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,57,79,83,86,49,67,59,86,50,65,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Health,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,70,56,100,78,38,69,70,79,32,88,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
all,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,65,78,41,50,75,57,56,57,83,74,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Education,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,95,80,89,75,70,76,81,81,49,68,BSc Education,Graduate Diploma in Early Childhood Education,BSc Educational Psychology,PhD Education,PhD Early Childhood Education
all,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,74,65,89,68,77,95,72,95,72,56,LLM Law,LLM Corporate Law,LLB International Law,Graduate Certificate in Law,Graduate Certificate in Corporate Law
Science,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,88,54,64,56,73,92,75,45,52,62,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Social Science,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,81,64,82,71,76,94,77,71,61,100,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Business,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,39,87,76,55,73,53,76,36,84,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Architecture,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,69,68,68,82,65,67,58,70,83,65,Graduate Certificate in Architecture,Graduate Certificate in Urban Design,Graduate Diploma in Construction Management,BArch Architecture,PhD Urban Design
Science,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,63,61,95,41,82,78,78,81,56,26,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
Business,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,80,49,66,66,64,66,68,69,48,64,MBA Business Administration,MBA International Business,Graduate Certificate in Finance,Graduate Certificate in Accounting,BBA Marketing
Social Science,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,47,29,94,82,54,63,32,95,33,83,MSc Economics,Graduate Diploma in Political Science,Graduate Certificate in Sociology,BSc Psychology,BSc International Relations
Arts,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,53,57,78,75,86,80,34,77,88,68,MSc Graphic Design,Graduate Diploma in Animation,Graduate Diploma in Film Production,MSc Interior Design,BFA Fashion Design
Science,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95,82,85,39,68,66,86,72,61,51,MSc Physics,MSc Chemistry,Graduate Certificate in Biology,PhD Biochemistry,Graduate Certificate in Microbiology
STEM,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,64,71,60,51,78,85,76,55,49,81,PhD Computer Science,BSc Artificial Intelligence,Graduate Diploma in Data Science,MSc Machine Learning,MSc Cybersecurity
all,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,65,64,68,80,67,81,69,76,51,88,Graduate Diploma in Medicine,MSc Nursing,MSc Dentistry,PhD Pharmacy,Graduate Diploma in Public Health
