field_filter,hobby_coding,hobby_gaming,hobby_reading,hobby_writing,hobby_music,hobby_drawing_art,hobby_sports,hobby_cooking,hobby_photography,hobby_travel,hobby_science_experiments,hobby_volunteering,hobby_debating,hobby_robotics,hobby_fashion,hobby_business_trading,grade_math,grade_science,grade_lang,grade_social,grade_cs,score_analytical,score_numeric,score_verbal,score_creative,score_social,top_career_1,top_career_2,top_career_3,top_career_4,top_career_5
Forensics,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,93,71,53,53,94,88,83,65,72,45,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Media & Creative,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,66,77,100,81,93,73,44,82,100,73,Public Relations Manager,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager
Education,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,71,66,83,100,74,55,52,87,79,95,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Engineering,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73,82,84,29,58,59,88,68,77,48,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
IT & Computer,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,59,64,72,64,91,76,85,81,48,52,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Business & Finance,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,55,83,83,82,66,57,53,75,59,69,Accountant,Chartered Accountant (CA),Investment Banker,Marketing Manager,Human Resource Manager
Biotech,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,58,60,61,82,66,62,69,70,66,50,Food Technologist,Biotechnologist,Microbiologist,Geneticist,Marine Biologist
all,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,83,85,89,81,76,94,89,90,78,50,Financial Analyst,Business Analyst,Risk Analyst,Credit Analyst,Accountant
Forensics,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,82,61,64,51,61,84,67,46,61,36,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Education,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,61,33,74,59,50,80,39,74,43,97,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
IT & Computer,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,78,44,83,63,72,95,55,69,68,48,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Business & Finance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,67,72,35,58,84,78,74,53,71,90,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Biotech,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,82,73,43,64,70,74,81,49,73,88,Biomedical Engineer,Tourism Manager,Real Estate Manager,Food Technologist,Biotechnologist
all,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,82,71,93,84,44,66,66,84,43,79,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,87,82,43,53,96,92,70,32,76,41,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
Education,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,37,65,72,78,35,51,64,80,49,78,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Research,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,94,66,50,52,75,91,64,59,73,64,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Engineering,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,83,87,34,46,91,68,99,38,86,39,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,70,50,57,44,62,71,51,55,83,50,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Biotech,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,84,88,78,71,82,70,75,74,70,50,Tourism Manager,Real Estate Manager,Biomedical Engineer,Food Technologist,Biotechnologist
IT & Computer,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,96,59,34,28,49,85,98,47,21,39,Data Analyst,Data Scientist,Cybersecurity Analyst,Network Engineer,Cloud Engineer
Sports / Fitness,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,48,41,36,65,62,66,70,39,48,83,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Marine,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,85,76,45,55,88,89,75,50,84,46,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
Science,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,86,88,44,58,83,100,77,40,93,74,Physicist,Chemist,Mathematician,Statistician,Geologist
IT & Computer,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,68,56,64,70,52,54,80,61,55,57,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
all,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,78,75,76,73,83,82,80,75,70,67,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Science,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,91,100,40,35,74,82,99,41,56,27,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,55,37,74,82,60,51,53,67,51,82,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,100,61,66,43,83,86,78,63,51,55,Software Developer,Web Developer,Mobile App Developer,Data Analyst,Data Scientist
Sports / Fitness,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,47,53,72,74,65,44,47,74,75,72,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,74,65,52,67,88,83,80,58,77,63,Public Relations Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Defense,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,68,81,66,52,63,76,74,57,66,62,Navy Officer,Army Officer,Air Force Officer,Defense Scientist,Coast Guard Officer
Law & Government,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66,52,69,68,75,69,42,74,58,65,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,60,89,69,76,73,55,66,71,100,59,UI/UX Designer,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester
Law & Government,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,47,98,74,67,99,50,93,56,54,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,53,68,52,49,38,81,68,49,40,50,Animator,Film Director,Video Editor,Journalist,Content Writer
Research,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,100,79,90,44,81,100,99,77,68,53,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
Law & Government,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,59,72,99,77,62,84,63,100,52,52,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
all,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,59,73,95,78,79,64,70,95,74,67,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Space Science,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,80,79,53,50,53,80,89,47,80,44,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
IT & Computer,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,89,82,28,33,75,91,93,41,66,49,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,61,74,67,81,100,79,62,53,89,97,Accountant,Chartered Accountant (CA),Investment Banker,Marketing Manager,Human Resource Manager
all,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,89,71,24,35,70,85,83,33,67,54,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,52,70,71,100,63,45,71,68,61,81,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
all,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,77,81,73,59,68,76,79,56,79,67,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
IT & Computer,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,90,69,76,71,78,93,76,94,69,53,IT Project Manager,Software Developer,Web Developer,Mobile App Developer,Game Developer
IT & Computer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,61,75,75,74,87,64,72,70,41,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,56,56,69,79,44,63,41,76,71,66,Animator,Film Director,Video Editor,Journalist,Content Writer
all,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66,71,53,82,76,78,58,82,77,77,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
all,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,89,64,35,37,69,86,74,39,38,46,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
all,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,79,64,92,100,65,77,75,88,60,80,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,91,53,60,44,59,85,79,64,64,64,Software Developer,Web Developer,Mobile App Developer,Network Engineer,Cloud Engineer
Design,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,54,70,72,69,59,45,57,65,94,87,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
Hospitality,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,61,65,86,70,61,36,51,79,78,92,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
Forensics,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,63,68,73,71,71,78,70,64,74,82,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
all,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,69,53,65,61,61,90,59,64,76,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Media & Creative,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,42,77,57,46,69,55,62,66,96,53,Graphic Designer,Animator,Film Director,Video Editor,Journalist
Space Science,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,91,67,66,63,87,85,86,72,64,51,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Design,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,68,66,49,68,72,69,71,70,92,53,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84,46,60,48,62,76,74,62,46,52,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer,DevOps Engineer
Engineering,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,80,88,73,49,75,88,89,66,63,47,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
all,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,65,76,87,77,42,68,100,68,52,89,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Business & Finance,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37,81,63,70,67,54,69,70,83,70,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Marine,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,71,75,88,65,79,70,82,75,60,58,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,57,38,57,63,56,85,50,70,32,54,Investment Banker,Auditor,Management Consultant,Banking Officer,Digital Marketing Specialist
all,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,44,58,92,86,96,65,38,75,100,82,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
all,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,53,50,69,54,59,54,67,71,76,59,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Science,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,100,100,95,51,98,93,96,82,91,37,Physicist,Chemist,Mathematician,Statistician,Geologist
Aviation,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,92,62,51,69,64,91,100,63,28,64,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,55,73,70,59,62,58,77,70,50,67,IT Project Manager,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager
all,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,91,69,60,28,82,86,92,59,69,29,Financial Analyst,Business Analyst,Risk Analyst,Credit Analyst,Data Analyst
Engineering,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,60,80,55,45,58,60,75,51,56,57,Civil Engineer,Mechanical Engineer,Electrical Engineer,Electronics Engineer,Chemical Engineer
Space Science,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,97,81,41,42,100,91,90,45,76,41,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Hospitality,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,24,54,73,63,77,48,45,64,77,79,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
all,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,65,84,73,57,73,72,72,63,64,68,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
all,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,56,33,60,69,50,54,52,71,37,69,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
IT & Computer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,68,63,48,72,69,65,57,94,41,Software Developer,Web Developer,Mobile App Developer,Game Developer,Software Tester / QA Engineer
all,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,65,56,70,57,53,74,56,72,59,52,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Biotech,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,77,67,60,50,79,79,67,61,64,48,Biomedical Engineer,Agricultural Scientist,Food Technologist,Biotechnologist,Microbiologist
all,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,73,92,75,63,82,78,62,73,78,70,Public Relations Manager,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA)
Hospitality,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,54,53,60,79,52,44,59,64,66,84,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
Space Science,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,80,59,63,38,62,92,81,67,56,55,Space Scientist,ISRO Scientist,DRDO Scientist,Astronomer,Aerospace Engineer
Sports / Fitness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,53,52,78,62,45,32,61,62,83,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,55,69,78,77,90,89,40,83,96,71,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Aviation,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,71,73,59,73,72,71,66,63,67,68,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,90,100,57,70,78,77,92,66,72,40,Public Relations Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
all,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,66,79,34,69,69,71,64,54,68,86,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Sports / Fitness,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,68,58,75,70,93,80,58,59,60,70,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Business & Finance,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,62,64,77,86,60,61,69,73,69,87,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Research,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,59,82,80,92,78,65,75,68,77,71,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,39,62,59,63,57,56,30,67,90,53,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Science,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,94,59,33,46,81,87,64,35,64,75,Physicist,Chemist,Mathematician,Statistician,Geologist
all,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,77,55,74,69,72,93,68,65,52,85,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Healthcare,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,77,84,55,39,78,66,62,63,71,74,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,86,73,49,79,70,70,67,55,83,69,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Law & Government,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,89,61,80,64,71,69,77,84,60,70,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Education,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,56,76,71,71,73,73,69,69,74,78,Training Manager,School Teacher,Professor,Special Education Teacher,Curriculum Developer
Fashion,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,36,93,88,66,80,44,72,87,94,60,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Media & Creative,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,69,85,54,64,80,62,66,65,75,70,Public Relations Manager,Animator,Film Director,Video Editor,Journalist
Education,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,77,47,68,73,70,79,53,71,67,95,School Teacher,Professor,Special Education Teacher,Training Manager,College Lecturer
Forensics,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,93,88,88,45,71,86,83,73,75,52,Forensic Scientist,Criminologist,Crime Scene Investigator,Forensic Psychologist,Digital Forensics Analyst
Marine,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,75,57,36,47,55,72,81,51,41,42,Marine Engineer,Ship Captain,Marine Biologist,Naval Architect,Oceanographer
all,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,84,72,82,44,55,80,86,68,59,70,IT Project Manager,Network Engineer,Cloud Engineer,AI Engineer,Machine Learning Engineer
Fashion,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,54,81,61,66,66,52,75,64,89,79,Fashion Designer,Textile Designer,Makeup Artist,Cosmetologist,Fashion Stylist
Sports / Fitness,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,80,47,100,89,67,66,56,85,42,78,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39,67,90,81,56,44,37,84,78,69,Graphic Designer,Fashion Designer,Interior Designer,Social Media Manager,VFX Artist
Law & Government,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,68,45,69,60,73,76,29,79,58,78,Social Welfare Officer,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor
Healthcare,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,70,97,57,66,92,87,86,76,87,73,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,58,54,56,58,65,79,60,61,58,69,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
all,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,45,56,75,73,69,59,50,80,73,83,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Design,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,52,81,71,57,36,11,73,87,78,Interior Designer,Industrial Designer,Graphic Designer,Architect,Urban Planner
Marine,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,67,47,70,62,50,63,61,74,51,49,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Hospitality,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,35,47,87,76,51,52,31,77,50,95,Wedding Planner,Hotel Manager,Event Manager,Airline Manager,NGO Program Manager
Education,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,70,78,87,78,53,61,75,83,62,70,Training Manager,School Teacher,Professor,Special Education Teacher,College Lecturer
Education,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,53,66,58,91,58,65,72,58,56,90,Training Manager,School Teacher,Professor,Special Education Teacher,College Lecturer
Sports / Fitness,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,35,71,55,59,33,6,81,56,58,77,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
all,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,61,69,69,66,73,44,79,66,78,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Aviation,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,74,72,86,67,69,71,74,89,71,68,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,44,40,59,56,73,56,40,59,72,76,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
Aviation,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,83,54,81,73,69,81,72,82,69,89,Aircraft Maintenance Engineer,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher
all,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,74,69,66,91,77,72,66,73,80,89,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Healthcare,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,71,63,70,71,60,81,74,66,67,79,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,57,57,82,74,83,75,35,82,75,53,Graphic Designer,Animator,Film Director,Video Editor,Journalist
all,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,60,66,56,66,81,76,51,57,74,76,IT Support Specialist,Technical Consultant,Ethical Hacker,Game Tester,Esports Player
all,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,48,75,65,62,63,65,66,67,64,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,88,60,81,56,80,93,69,72,62,61,Tourism Manager,Real Estate Manager,Biomedical Engineer,Agricultural Scientist,Environmental Scientist
Healthcare,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,88,34,88,80,47,85,63,90,23,79,Doctor,Nurse,Pharmacist,Medical Lab Technologist,Medical Researcher
all,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,56,55,91,58,60,65,64,80,50,67,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
Sports / Fitness,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,58,47,46,84,34,58,61,51,51,97,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Design,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,82,59,42,77,66,78,45,64,73,78,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
Research,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,79,66,70,75,81,86,83,83,58,92,Research Scientist,Data Scientist,Research Analyst,Laboratory Researcher,Scientific Writer
all,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,71,45,74,100,46,63,78,63,34,100,IT Project Manager,Training Manager,Accountant,Chartered Accountant (CA),Marketing Manager
Sports / Fitness,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,80,79,67,77,76,78,71,74,74,86,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Education,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,58,67,96,90,67,61,53,72,88,83,School Teacher,Professor,Special Education Teacher,College Lecturer,Academic Counselor
Design,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50,83,51,55,51,51,59,47,88,53,Architect,Urban Planner,Interior Designer,Industrial Designer,Graphic Designer
all,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,46,64,88,66,92,63,43,86,95,73,Social Worker,School Teacher,Professor,Special Education Teacher,Social Welfare Officer
Business & Finance,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,83,57,44,71,73,93,74,49,44,54,Financial Analyst,Business Analyst,Risk Analyst,Credit Analyst,Accountant
Sports / Fitness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,75,41,70,65,59,64,51,70,72,Sports Coach,Fitness Trainer,Yoga Instructor,Sports Physiotherapist,Sports Psychologist
Marine,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,66,72,59,39,73,74,62,62,46,59,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
all,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,88,31,71,94,49,83,53,75,45,89,Public Relations Manager,Doctor,Nurse,Pharmacist,Medical Lab Technologist
Marine,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,55,50,74,78,49,62,68,71,55,78,Ship Captain,Marine Engineer,Marine Biologist,Naval Architect,Oceanographer
Law & Government,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,66,65,60,63,71,76,66,68,65,57,Lawyer / Advocate,Judge,Legal Advisor,Public Prosecutor,Civil Services Officer
Aviation,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62,49,97,72,27,57,77,89,33,52,Pilot,Commercial Pilot,Air Traffic Controller,Flight Dispatcher,Aircraft Maintenance Engineer
Business & Finance,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,73,78,84,66,78,66,90,69,63,59,Accountant,Chartered Accountant (CA),Marketing Manager,Human Resource Manager,Operations Manager
